Masses:	m0 = 0.500000	m1 = 0.500000	
t	x0	y0	z0	x1	y1	z1	px0	py0	pz0	px1	py1	pz1	
7.70000000000000000000e+01	1.99791002870092371246e+00	2.09107824822480647953e+00	-3.61001081152135250285e-02	-2.04446343153773657519e+00	-2.12546376110633161716e+00	-3.82847555164928868288e-02	-1.05371753059491882198e-01	8.72573169990209923652e-02	-5.69636332268152437326e-04	1.04546634192510229378e-01	-8.76920855963456841176e-02	-3.75317735857972874583e-04	
7.80000000000000000000e+01	1.86557664145251633769e+00	2.19283911014137578022e+00	-3.71804800264010151811e-02	-1.91380088895365219059e+00	-2.22818088633075950256e+00	-3.91199833648144951193e-02	-1.12131121287346716131e-01	7.97303576361605009781e-02	-5.69805263581028148545e-04	1.11325951067034800701e-01	-8.01871587816091052625e-02	-3.56799996387904133632e-04	
7.90000000000000000000e+01	1.72552968351651081491e+00	2.28509714232932648059e+00	-3.82600505750133393357e-02	-1.77544342957242196057e+00	-2.32139969495688491818e+00	-3.99471678341009328594e-02	-1.18556535647755589835e-01	7.17801435556336686616e-02	-5.89815290423840944863e-04	1.17724931295968504585e-01	-7.22016543256137205420e-02	-3.81829524732363876152e-04	
8.00000000000000000000e+01	1.57834701179110314939e+00	2.36736435977066683733e+00	-3.93879079542988480567e-02	-1.62991149653938771635e+00	-2.40454939224315555890e+00	-4.08201651540277682395e-02	-1.24538738481210886633e-01	6.33735699397274254707e-02	-6.12858336916991030055e-04	1.23721057420192098730e-01	-6.37612624085604623447e-02	-3.93286421722845570912e-04	
8.10000000000000000000e+01	1.42460553936699607647e+00	2.43909460977564052087e+00	-4.05339712085207651282e-02	-1.47784585652405064948e+00	-2.47703817203372622657e+00	-4.16931274842323590368e-02	-1.30103088927564058963e-01	5.44582814817911112226e-02	-6.06214050851937346145e-04	1.29284837129670260314e-01	-5.47755393987121724786e-02	-3.91533350600399522243e-04	
8.20000000000000000000e+01	1.26491050832630480549e+00	2.49969065800132828059e+00	-4.16628678377698805080e-02	-1.31980736489090411112e+00	-2.53830257283847693373e+00	-4.25577827795547425360e-02	-1.35245087930358248718e-01	4.50309092039615499470e-02	-6.01354496168035059477e-04	1.34457708878707588029e-01	-4.53365078368698215527e-02	-3.79734486687206872560e-04	
8.30000000000000000000e+01	1.09991107819686928515e+00	2.54854803034321353294e+00	-4.27794368831172430734e-02	-1.15645389474434256982e+00	-2.58804532096218364856e+00	-4.33891904541397199768e-02	-1.39913254843238910041e-01	3.51197021675966544740e-02	-5.99024721495314748862e-04	1.39098028431146353290e-01	-3.56355663209946896264e-02	-3.61786650215903859886e-04	
8.40000000000000000000e+01	9.30323775919867812512e-01	2.58514327644885133495e+00	-4.39031657906840955263e-02	-9.88485453737949826269e-01	-2.62577092325727035060e+00	-4.42206105373294106053e-02	-1.44029586489002825456e-01	2.46982858311678363239e-02	-6.22652156141933381742e-04	1.43244946186105392982e-01	-2.52590323895777457697e-02	-3.60476427449875499141e-04	
8.50000000000000000000e+01	7.56899507594163356572e-01	2.60899429895984225070e+00	-4.50805847066804987744e-02	-8.16597317924879106954e-01	-2.65079864922219687884e+00	-4.50560061205233022830e-02	-1.47595237079707175543e-01	1.37309847503562128257e-02	-6.59492504585429775189e-04	1.46875065575049396083e-01	-1.42982414405371707072e-02	-3.37556712821606840370e-04	
8.60000000000000000000e+01	5.80470175117321574021e-01	2.61955405600208646177e+00	-4.63101652415439379862e-02	-6.41483928530877323126e-01	-2.66258990109271964641e+00	-4.58717064340923921795e-02	-1.50546532739277733048e-01	2.21830376171645339556e-03	-6.93185311964906948796e-04	1.49968657002005512080e-01	-2.80434620547802444801e-03	-3.24459428428837415043e-04	
8.70000000000000000000e+01	4.01887549316476855310e-01	2.61633898722698399197e+00	-4.75222413718956460116e-02	-4.64015728720383990868e-01	-2.66070725403332586367e+00	-4.66310775464091262221e-02	-1.52854984605525906494e-01	-9.80248832684296918238e-03	-6.71489457803903450409e-04	1.52292092523918259905e-01	9.15119126966434069670e-03	-2.81148817621909357864e-04	
8.80000000000000000000e+01	2.21986842529150435466e-01	2.59885906058707671917e+00	-4.87015910240666122233e-02	-2.85295065740755526829e-01	-2.64463747427519235700e+00	-4.73353779698577475932e-02	-1.54392315514124356390e-01	-2.24068167449600098851e-02	-6.48430908661731114639e-04	1.53796817401779639667e-01	2.17205786168102044087e-02	-2.48615409858172293957e-04	
8.90000000000000000000e+01	4.18002736679036757117e-02	2.56662888287074375526e+00	-4.98448841074382240079e-02	-1.06305576290802228367e-01	-2.61387038597802723316e+00	-4.80107727138330969696e-02	-1.55118024685216876479e-01	-3.56274492506646611734e-02	-6.51312048846781790727e-04	1.54535577830935438870e-01	3.48769556468928598747e-02	-2.38883516606435862203e-04	
9.00000000000000000000e+01	-1.37583315483642165677e-01	2.51921674838136988583e+00	-5.09725934486776333099e-02	7.19046018113636831171e-02	-2.56801981659400713198e+00	-4.86823750138628968953e-02	-1.54941203286096784719e-01	-4.93176756910981006765e-02	-6.31384811976394349706e-04	1.54351753182156936628e-01	4.85869726902356594000e-02	-2.46491697097083069506e-04	
9.10000000000000000000e+01	-3.15007016491231417454e-01	2.45627145567869797915e+00	-5.20603023042298038159e-02	2.48149235921652416836e-01	-2.50659494952935357759e+00	-4.93672372975003520557e-02	-1.53715488101562269829e-01	-6.35913577870542978676e-02	-5.95755456838652306534e-04	1.53143130921385733911e-01	6.28968467477434012292e-02	-3.14220789093568844859e-04	
9.20000000000000000000e+01	-4.89151308637632897813e-01	2.37738578297526848004e+00	-5.34607450541227310903e-02	4.21172616612904504585e-01	-2.42925725786845170262e+00	-5.02048200174795081208e-02	-1.51364342548456543014e-01	-7.84534480642438691866e-02	-8.07146559928071370173e-04	1.50749661680062707614e-01	7.77199204387905018265e-02	-2.91181641405239958510e-04	
9.30000000000000000000e+01	-6.58652948774443691704e-01	2.28223721803923851326e+00	-5.48538876953065038244e-02	5.89547432666153836678e-01	-2.33567028919181129964e+00	-5.10093903132071493922e-02	-1.47674839689021147882e-01	-9.38501192480073603841e-02	-7.96543683640108099095e-04	1.47162258050985123026e-01	9.31177205014743075706e-02	-2.83530438672293142680e-04	
9.40000000000000000000e+01	-8.21930953839681510686e-01	2.17057924366351828738e+00	-5.61675886346273758876e-02	7.51777631838880133763e-01	-2.22553946814582737090e+00	-5.17539766181257729349e-02	-1.42500019763958818420e-01	-1.09782276258926170254e-01	-7.35192760284963421624e-04	1.41975422345003349234e-01	1.09029373254697442563e-01	-2.33419340022315922444e-04	
9.50000000000000000000e+01	-9.77333873304035760654e-01	2.04210123751187966334e+00	-5.74955423268164039774e-02	9.06054658461025730354e-01	-2.09869228973545229877e+00	-5.23407372386319458268e-02	-1.35626479534274979599e-01	-1.26187502177235094658e-01	-8.45879111461487944584e-04	1.35128067229249082537e-01	1.25357461352757576512e-01	-1.25330591606574894134e-04	
9.60000000000000000000e+01	-1.12292617495435731456e+00	1.89682572447458097642e+00	-5.88529222240754060214e-02	1.05067022844629232026e+00	-1.95503981105348345615e+00	-5.29341918326354660129e-02	-1.26866359733777744889e-01	-1.42790588420626696209e-01	-8.13349728029965734870e-04	1.26389462408711517050e-01	1.42062179598557936089e-01	-1.85714962076107030975e-04	
9.70000000000000000000e+01	-1.25674977871335702417e+00	1.73481098254220600374e+00	-6.01227257357003150307e-02	1.18354830964679624827e+00	-1.79459727182193429229e+00	-5.35581781235772297345e-02	-1.15899603200255871260e-01	-1.59673182121107870568e-01	-7.49164152537167438856e-04	1.15481362915872617925e-01	1.58924519308713929622e-01	-1.76222040873994938203e-04	
9.80000000000000000000e+01	-1.37661413444200952938e+00	1.55614416023478874251e+00	-6.13288759285386952946e-02	1.30244523792976329979e+00	-1.61753032634132409839e+00	-5.42566577053788939855e-02	-1.02617061686595997805e-01	-1.76568942088884184294e-01	-7.08039621936268803899e-04	1.02115477650058433801e-01	1.75847901805725237434e-01	-2.97124339373641287079e-04	
9.90000000000000000000e+01	-1.48015875951948450151e+00	1.36113808389814305855e+00	-6.22850672798679477760e-02	1.40488830503075323719e+00	-1.42419696177436061468e+00	-5.46051838997663116504e-02	-8.65711379986556228694e-02	-1.93279649183274060409e-01	-5.71224132532868961523e-04	8.60565416732154281343e-02	1.92411577314626158763e-01	1.91569576432570941402e-04	
1.00000000000000000000e+02	-1.56459883638365315761e+00	1.15021140334206894984e+00	-6.30223674315558146652e-02	1.48826726901210482090e+00	-1.21517861367051316357e+00	-5.46098246026668204811e-02	-6.74428619651621097386e-02	-2.09357091745814433148e-01	-4.98584818070074188567e-04	6.69822164638252531832e-02	2.08465275001974287283e-01	1.63667906837387588459e-04	
