Masses:	m0 = 0.500000	m1 = 0.500000	
t	x0	y0	z0	x1	y1	z1	px0	py0	pz0	px1	py1	pz1	
2.20000000000000000000e+01	6.56754903287397384659e-01	2.33215816238430262430e+00	-3.34874465572602142416e-02	-5.20492939388239372889e-01	-2.19571109337946790419e+00	-2.65977083063112657024e-02	-1.66394348127556712669e-01	-2.30983106797170816005e-02	-1.72764241877420405245e-03	1.76375866575596534913e-01	2.19441152733520217222e-02	-7.61806764415188120837e-04	
2.30000000000000000000e+01	4.75804256525746205320e-01	2.30146601029766850743e+00	-3.62719841019031111196e-02	-3.16003701762187172442e-01	-2.16407421059270710373e+00	-2.95684436331297428868e-02	-1.69146273040533923204e-01	-3.84299593380248646901e-02	-9.40569628453325878165e-04	1.81582804936401831508e-01	3.97070714143166886290e-02	-1.90016425788514051881e-03	
2.40000000000000000000e+01	2.93571098681546849285e-01	2.25396677228934239068e+00	-3.86889413674184820535e-02	-1.09818205281000114137e-01	-2.11046570940872202371e+00	-3.43186988534155829056e-02	-1.72796787454897848857e-01	-5.79084677816701989816e-02	-5.87536970564228318119e-04	1.83276779307418036247e-01	6.06368698862199129174e-02	-2.54877518619853193904e-03	
2.50000000000000000000e+01	1.10387608599262443398e-01	2.18578584497697114841e+00	-3.86411103873384662033e-02	9.42596883064507062855e-02	-2.03485091288753716654e+00	-3.26661004869587753840e-02	-1.73287289596323335061e-01	-7.82374578885511318127e-02	5.13545236874200067799e-04	1.82128018594623602988e-01	8.12478967402115725971e-02	4.17956811873692202913e-03	
2.60000000000000000000e+01	-9.38075650637177904656e-02	2.09241285180663272314e+00	-3.28359380411900395047e-02	2.86503699183930760075e-01	-1.96614004413440701668e+00	-2.13086843158757227590e-02	-2.01105786964197730260e-01	-1.01197848221410466318e-01	2.63111757795207778024e-03	1.80656015263132824211e-01	6.26092036964553122491e-02	9.44154605577442879172e-03	
2.70000000000000000000e+01	-3.18750048397553054080e-01	1.95820410134887334941e+00	-2.38796537561820447493e-02	4.59351119998068768702e-01	-1.90283476977293042331e+00	-1.87834158093612771379e-03	-1.96295069070741262651e-01	-1.23902419826718249163e-01	2.14045793492229682181e-03	1.70673452038280631937e-01	9.22688772332697637601e-02	1.07586660332322607558e-02	
2.80000000000000000000e+01	-5.34336381470126742244e-01	1.79833957730049331936e+00	-1.61612711010158810465e-02	6.26194122554687870874e-01	-1.81437154185363458403e+00	1.52720703228801692186e-02	-1.89446515458395303710e-01	-1.50107415070978578164e-01	1.06070781432065705530e-03	1.66666227269783778775e-01	1.15645382828637038886e-01	1.08532687591544625000e-02	
2.90000000000000000000e+01	-7.47805207322399856373e-01	1.61426328946728037117e+00	-1.10522434797319830946e-02	7.82603248880240576213e-01	-1.69922394532852583104e+00	3.69865949943772864827e-02	-1.83127430477899644234e-01	-1.75241429839993800854e-01	-1.43354299467551935671e-04	1.55745162592463376461e-01	1.44584455606230788405e-01	1.56142846476911324738e-02	
3.00000000000000000000e+01	-9.43830073529545732214e-01	1.39814184530491969483e+00	-3.74425235011366930316e-02	9.24237535741493365649e-01	-1.55587784774427628776e+00	5.03106957583494829311e-02	-1.63070732505487980823e-01	-2.08484107061241291659e-01	-4.18137479900596437110e-02	1.41470737678216218480e-01	1.74914851711446606153e-01	1.57145766042453421951e-02	
3.10000000000000000000e+01	-1.11617129356958066921e+00	1.17042856624965252443e+00	-9.70472389337580926272e-02	1.05082758018228705765e+00	-1.37476827676279933499e+00	5.40887991560122308177e-02	-1.37327573931931401496e-01	-2.07351618891518069132e-01	-4.17382208121739942119e-02	1.21261543057139681290e-01	2.03054879594504078533e-01	1.29498876376821642209e-02	
3.20000000000000000000e+01	-1.25877424813943217252e+00	9.34407481405947204500e-01	-1.53210088949879197351e-01	1.15915830097963978851e+00	-1.15318803582548423670e+00	6.38373535602777680831e-02	-1.09589449827728196984e-01	-2.32897302616636547867e-01	-4.32624677997711162836e-02	9.58131037386902723041e-02	2.26849812096865499633e-01	1.67756573101546825610e-02	
3.30000000000000000000e+01	-1.36192674413907166553e+00	6.74785615246312309168e-01	-2.18843632142327548795e-01	1.23846256204671556489e+00	-8.93090158015408253078e-01	7.00498907968857276174e-02	-6.75249657701669225851e-02	-2.58545009820084603636e-01	-5.08640906280618115831e-02	5.96419803664692549372e-02	2.54563098849731439532e-01	1.77747179004123997959e-02	
3.40000000000000000000e+01	-1.42877837076615299416e+00	3.86595240304638654294e-01	-2.93090919934265836666e-01	1.27772231587312079526e+00	-6.09862964528116613394e-01	7.21234719624446601882e-02	-3.65576438149831234314e-02	-2.66622150330905249849e-01	-5.56890024575492567638e-02	2.53577758736744374168e-02	2.65976492823859878012e-01	1.63912688229352100644e-02	
3.50000000000000000000e+01	-1.45872898135418260779e+00	8.95122922889165506533e-02	-3.69736088606905988208e-01	1.26123556726835817088e+00	-2.88244408611492031191e-01	6.33249206284728638483e-02	7.59297790686486173684e-03	-2.77201094346634369092e-01	-4.95395130715036019486e-02	-3.64842327292102600045e-02	2.91975863094941556763e-01	1.50924856232098961173e-03	
3.60000000000000000000e+01	-1.48047231046613392280e+00	-1.94147024138993595788e-01	-4.40647096219137335282e-01	1.16873396119952754901e+00	1.05076454017115294981e-01	7.08687762954646055524e-02	1.65679691858847885633e-02	-2.70085901929587479664e-01	-5.16107837252834725228e-02	-6.62618858786454545395e-02	3.33110689358021239137e-01	2.63556703326440940061e-02	
3.70000000000000000000e+01	-1.46187835989473868814e+00	-4.48387102936712300671e-01	-4.99063911837231533042e-01	1.06208268975307063009e+00	5.28330464952917244759e-01	8.74126177696014083907e-02	5.75926905044583936633e-02	-2.61292979952292225843e-01	-4.29440210004069511385e-02	-8.40043219919019007458e-02	3.24709194201427520099e-01	1.60012653265206514219e-02	
3.80000000000000000000e+01	-1.39388084297876990725e+00	-6.79461989409038236154e-01	-5.54016879891992664042e-01	9.25990091310889829046e-01	9.20624355753414835846e-01	8.07323153506854795936e-02	9.64988503278562115284e-02	-2.39671819898342436383e-01	-3.73452635402142241183e-02	-1.15124494917031999774e-01	2.94686316584607033153e-01	-8.65261669838336688887e-04	
3.90000000000000000000e+01	-1.32574554330712701677e+00	-8.93762045421013118229e-01	-6.21269380927932268754e-01	7.41079428686242103197e-01	1.27745162591755434534e+00	6.17273344165161635955e-02	9.03632047289007200863e-02	-2.51469309549613051491e-01	-5.94475470631288249734e-02	-1.56514572666968498904e-01	2.88152718112631767156e-01	1.85723705694248106268e-02	
4.00000000000000000000e+01	-1.27875612357630963345e+00	-1.08637275081998807558e+00	-6.89953089620408688276e-01	5.02003983647186458050e-01	1.59307400745488791927e+00	7.10999162717268345935e-02	1.00735107982314969766e-01	-2.19938881693451632193e-01	-5.59310974271167993255e-02	-1.87383458878638692324e-01	2.73463560867650889996e-01	2.19689526473841080512e-02	
4.10000000000000000000e+01	-1.17355305746309923620e+00	-1.23060481608578076163e+00	-7.70665693351601288619e-01	3.02915101099188677214e-01	1.86830460079254834227e+00	9.86809557059452197025e-02	1.55608142334625609848e-01	-1.55667241570137976359e-01	-8.79650123964230978846e-02	-1.75492979950616995177e-01	2.32146097647783794526e-01	3.83455014201752250602e-02	
4.20000000000000000000e+01	-1.02507459859999672247e+00	-1.32436394767043830178e+00	-8.73342498365857644593e-01	1.03112670761014602050e-01	2.12996273870896235536e+00	1.10248715402398472785e-01	1.67199339390626311452e-01	-1.31373521488968719728e-01	-8.25501090992225988741e-02	-1.89431568829610513793e-01	2.10249230454654240097e-01	2.92727014355171413773e-02	
4.30000000000000000000e+01	-8.65814805733485459704e-01	-1.38797511706391962782e+00	-9.71830885062684113329e-01	-1.03292489068628118298e-01	2.37431751685751413206e+00	1.13813275515553521955e-01	1.73093609876077803023e-01	-1.01157046183621313062e-01	-7.54900750437779988200e-02	-1.83306028787840580296e-01	1.99689424026281314717e-01	2.45728378497246865986e-02	
4.40000000000000000000e+01	-6.94281596411347123876e-01	-1.42190999460371036989e+00	-1.06534452806891777321e+00	-3.01838718225863666955e-01	2.61338307122735713506e+00	1.10887424370809881125e-01	1.76452540995009621305e-01	-7.99437929715589579160e-02	-6.91766941070291324634e-02	-1.89158442433362078416e-01	1.76508087053673823341e-01	1.68919655346236527449e-02	
4.50000000000000000000e+01	-4.64748120668309117054e-01	-1.48927141562733966751e+00	-1.20546371179317790556e+00	-4.78342778832777093534e-01	2.80202758456420575328e+00	8.53804874392014856443e-02	2.35872349486260318718e-01	-1.20106800150365428115e-01	-1.21564657780976720369e-01	-1.92188355343037020617e-01	1.56824784871524514074e-01	1.29467772298963793021e-02	
4.60000000000000000000e+01	-2.07424836268512047255e-01	-1.57626421990321885502e+00	-1.37233153567755894464e+00	-6.41197496942384592700e-01	2.95243945413371911002e+00	4.21572080785791586388e-02	2.39308257306465488323e-01	-1.08457223381116935057e-01	-1.16889148431174066944e-01	-1.94033763656722313407e-01	1.39436279907920790411e-01	8.46565037266108766367e-03	
4.70000000000000000000e+01	5.18587053949667309283e-02	-1.65366175778133261964e+00	-1.53728795673624030194e+00	-8.13351137781350153055e-01	3.08752573471891755830e+00	-5.46178661520620861713e-03	2.37198042545028214834e-01	-9.28397489560338490255e-02	-1.14720530341979293221e-01	-2.01110746936356610259e-01	1.23265139342240953590e-01	3.32750662840666528580e-03	
4.80000000000000000000e+01	3.08043443179593035008e-01	-1.71896019490365192794e+00	-1.70069273296577483379e+00	-9.97075819955888564827e-01	3.21082070559151588895e+00	-5.75773118472660896949e-02	2.32404017018096320513e-01	-7.89447965552352581842e-02	-1.10363952326868006160e-01	-1.98297694286942660646e-01	1.09378304915646096251e-01	-1.76514705081156578897e-03	
4.90000000000000000000e+01	5.64026129261779862745e-01	-1.77364918212612110437e+00	-1.86076863592917485235e+00	-1.18510281430859265583e+00	3.32361376583575252042e+00	-1.10902789947603427900e-01	2.28866818733985011303e-01	-6.63217773436934610043e-02	-1.06339608047424052928e-01	-1.95255510764824724568e-01	9.69217715974338561713e-02	-4.10589615613140591910e-03	
5.00000000000000000000e+01	8.21082429151175574589e-01	-1.81720960909381679116e+00	-2.01939871780834501180e+00	-1.37594990940524164458e+00	3.43040709129809373579e+00	-1.69020810903935642111e-01	2.25522072836074782831e-01	-5.49778424371801521797e-02	-1.03763710502996375773e-01	-1.92021874249199531182e-01	8.99480671388452474035e-02	-9.04423611519868803077e-03	
5.10000000000000000000e+01	1.07813618521370813141e+00	-1.84940126012775496456e+00	-2.17639479825539705615e+00	-1.56910249254426470422e+00	3.53248653597939021864e+00	-2.30340266440551166838e-01	2.21155413182120896831e-01	-4.46197235673789910360e-02	-1.00248859706025275629e-01	-1.88315096827927297429e-01	8.08925837387029361691e-02	-1.25012269960348941511e-02	
5.20000000000000000000e+01	1.33624681883518814374e+00	-1.87374755985030017058e+00	-2.33092988425298042188e+00	-1.76361837153147837931e+00	3.62756016168723149917e+00	-2.94122149015267453365e-01	2.17407743575731476904e-01	-3.62558172885942900376e-02	-9.70175416587732708518e-02	-1.84545909806156566146e-01	7.33866549263783723989e-02	-1.55553745499210083203e-02	
5.30000000000000000000e+01	1.59449720905999381415e+00	-1.89062321519427056771e+00	-2.48315415631450964185e+00	-1.95967025279665008064e+00	3.71635850284144408917e+00	-3.60340959661431536887e-01	2.12857401633072845781e-01	-2.89016632292882040545e-02	-9.43359716822494975830e-02	-1.80903373148160601103e-01	6.58602809980641940024e-02	-1.86594768912994521393e-02	
5.40000000000000000000e+01	1.85192302802183550448e+00	-1.90080628372103621615e+00	-2.63369593204506546869e+00	-2.15683639572522389827e+00	3.79874709324566106616e+00	-4.28967801410661597750e-01	2.08549423637072073312e-01	-2.18498119626486138334e-02	-9.19910347714467391267e-02	-1.76997810425399304535e-01	5.94047147390939639378e-02	-2.11498257642754976249e-02	
5.50000000000000000000e+01	2.10979044017373595921e+00	-1.90572429964266132352e+00	-2.78164483225921355114e+00	-2.35426155433150041674e+00	3.87539946400556400974e+00	-4.99246256494000339998e-01	2.05932908258824154402e-01	-1.75294539910381720615e-02	-8.87032813991417562471e-02	-1.73321758675838266672e-01	5.39730552276732195027e-02	-2.30538368898111634131e-02	
5.60000000000000000000e+01	2.36814222117772565923e+00	-1.90643732915084807011e+00	-2.92699248948238954782e+00	-2.55172410594591569932e+00	3.94677575215204790027e+00	-5.70833318230554498385e-01	2.02229136022372912862e-01	-1.26102460994745035894e-02	-8.67670930503122994626e-02	-1.69775010512413615515e-01	4.90587656831326102136e-02	-2.50031497698839644261e-02	
5.70000000000000000000e+01	2.62624268601723009908e+00	-1.90220266802078574742e+00	-3.07093267282464488233e+00	-2.74910389618221895347e+00	4.01353766616502838360e+00	-6.44271059535974521815e-01	1.98877376879799450116e-01	-8.13927746823210271354e-03	-8.50167764526783970025e-02	-1.66329191274667415046e-01	4.47852148350166914814e-02	-2.68954116872811080374e-02	
5.80000000000000000000e+01	2.88403472787626702356e+00	-1.89380162090652270912e+00	-3.21356139440874288837e+00	-2.94620872750535678364e+00	4.07615197906383652793e+00	-7.19262434230099834132e-01	1.95574938090326583273e-01	-4.34688531488586129420e-03	-8.35065706983073863245e-02	-1.62995154780034706699e-01	4.10103943852389227209e-02	-2.85113229839603909976e-02	
5.90000000000000000000e+01	3.14124706551855092940e+00	-1.88159955976687798263e+00	-3.35498643303919807934e+00	-3.14296812285076487825e+00	4.13495746400626451589e+00	-7.95634886607047508988e-01	1.92302058192169694761e-01	-1.00100939159114381283e-03	-8.20771814535876109709e-02	-1.59856420133642151971e-01	3.76796866938996777296e-02	-2.99635464208272243869e-02	
6.00000000000000000000e+01	3.39776452067863710127e+00	-1.86598824091047332807e+00	-3.49522340724078794949e+00	-3.33932634024128693895e+00	4.19030989168437084658e+00	-8.73344689034600607513e-01	1.89274843496100186879e-01	1.91480788250266223405e-03	-8.07622178567124759940e-02	-1.56885084172508987299e-01	3.47353005177441220841e-02	-3.12551373017724426484e-02	
6.10000000000000000000e+01	3.65356561585164874018e+00	-1.84721889367081670841e+00	-3.63438904881243640688e+00	-3.53522626163797948351e+00	4.24255564400307783046e+00	-9.52155505515660416371e-01	1.86307175762389920504e-01	4.61549599778316409215e-03	-7.95948561622906725077e-02	-1.54039583536598106983e-01	3.20954463349116814186e-02	-3.23858269817745986208e-02	
6.20000000000000000000e+01	3.90857142438458415867e+00	-1.82554084831886309637e+00	-3.77255265336339062898e+00	-3.73048136282873210590e+00	4.29186443019323604631e+00	-1.03210659724101172507e+00	1.83530731289428317154e-01	6.99998711490000622565e-03	-7.85012322990733812933e-02	-1.51257455246811473026e-01	2.96901306691266103632e-02	-3.35930746346043904160e-02	
6.30000000000000000000e+01	4.16283294292148475790e+00	-1.80125025216995493516e+00	-3.90979377926467774884e+00	-3.92508446471583782866e+00	4.33850199065543229437e+00	-1.11306209378417908518e+00	1.80978749505659675112e-01	9.06338732779285102814e-03	-7.75593050013933110742e-02	-1.48721142835829961415e-01	2.75592879587414074649e-02	-3.44717108831864918472e-02	
6.40000000000000000000e+01	4.41635686009588468437e+00	-1.77459273400918826624e+00	-4.04620306664349982384e+00	-4.11900728907730862005e+00	4.38280393744750984553e+00	-1.19489463614129221014e+00	1.78496154994237460345e-01	1.09870075070664496159e-02	-7.66904560294915244034e-02	-1.46301571162271243365e-01	2.57296153894132351159e-02	-3.53595994926378595635e-02	
6.50000000000000000000e+01	4.66902041760185859687e+00	-1.74561048280850505954e+00	-4.18180202204788376008e+00	-4.31231513681556055673e+00	4.42495157934138738653e+00	-1.27754060120519374877e+00	1.76068914408652604786e-01	1.27333050405944482597e-02	-7.58640649718233389676e-02	-1.44026181849941287139e-01	2.40186673196963601518e-02	-3.61540433873824146316e-02	
6.60000000000000000000e+01	4.92081994410075296287e+00	-1.71451164204776529409e+00	-4.31670094585722541325e+00	-4.50496201563575748850e+00	4.46505390254113976312e+00	-1.36095204833243643705e+00	1.73897731797961974110e-01	1.43707023541808746880e-02	-7.51521341091648531485e-02	-1.41894008139108074307e-01	2.24374369986079028050e-02	-3.68795604279990238417e-02	
6.70000000000000000000e+01	5.17187745876955951019e+00	-1.68145659238708700123e+00	-4.45093911730753433176e+00	-4.69682595970132510388e+00	4.50320690722710015308e+00	-1.44507666481685248527e+00	1.71817974692887176502e-01	1.57948948136047394308e-02	-7.44700720469765597986e-02	-1.39551601238168287988e-01	2.10102777274268348595e-02	-3.75810137228643342810e-02	
6.80000000000000000000e+01	5.42225996197199133775e+00	-1.64663082439317842720e+00	-4.58456791271324881620e+00	-4.88761487942782668625e+00	4.53964623987097493085e+00	-1.52990923974747361491e+00	1.69873688838936609535e-01	1.70774638352668289842e-02	-7.38667308519870141614e-02	-1.37599642766520646742e-01	1.97457697877639372364e-02	-3.81943169394333564837e-02	
6.90000000000000000000e+01	5.67194447579652294422e+00	-1.61024494298109699386e+00	-4.71760393088368701342e+00	-5.07766196797440105826e+00	4.57446424145541552519e+00	-1.61534796199397945315e+00	1.68070116581622380769e-01	1.81626690692330249044e-02	-7.32872557326933182775e-02	-1.35756593044875029097e-01	1.85917882962082954557e-02	-3.87660366323333768768e-02	
7.00000000000000000000e+01	5.92096804844114110722e+00	-1.57246747556500410248e+00	-4.85009426499098061925e+00	-5.26699844777582004696e+00	4.60780562175719232698e+00	-1.70135068511144815773e+00	1.66334303894515450617e-01	1.91697620755608699739e-02	-7.27624728905454098982e-02	-1.34015975118635055630e-01	1.75680883784759649113e-02	-3.92753186230270986967e-02	
7.10000000000000000000e+01	6.16938662244948332614e+00	-1.53326783721281656447e+00	-4.98216080036746067350e+00	-5.45504343785315626292e+00	4.64045666345718021972e+00	-1.78850703529266885639e+00	1.64656581387958550478e-01	2.01313322457745032257e-02	-7.22644303045688884968e-02	-1.31988339613792859950e-01	1.70034176267818311346e-02	-4.01176596565302884256e-02	
7.20000000000000000000e+01	6.41708756959592552249e+00	-1.49279272342611135649e+00	-5.11374527942732459707e+00	-5.64238045423615730556e+00	4.67186226636411028323e+00	-1.87612393281711420379e+00	1.63055102758824899123e-01	2.09957150943629704265e-02	-7.18320132237503516937e-02	-1.30412627424642740825e-01	1.61413454876639904378e-02	-4.05446813668576613865e-02	
7.30000000000000000000e+01	6.66408366072538527192e+00	-1.45114585405761697956e+00	-5.24490301796226887632e+00	-5.82903461309988113470e+00	4.70210328550367062661e+00	-1.96417024289131170178e+00	1.61550482925715777061e-01	2.17910866037316526544e-02	-7.14170658600405128258e-02	-1.28905845746984021316e-01	1.53385124415465982223e-02	-4.09413974304950953331e-02	
7.40000000000000000000e+01	6.91041522841279221012e+00	-1.40842667166579760263e+00	-5.37563818330030862569e+00	-6.01500342845152768945e+00	4.73123229668666311909e+00	-2.05262326368719261183e+00	1.60120993587834742344e-01	2.24989805874875638259e-02	-7.10201539125723813051e-02	-1.27469995541673070116e-01	1.46066642707644578358e-02	-4.13211130230546064279e-02	
7.50000000000000000000e+01	7.15611328510378630341e+00	-1.36470631841384859584e+00	-5.50597413341434283041e+00	-6.20013315299333722663e+00	4.75934405117946290886e+00	-2.14147989284712858549e+00	1.58746098864257195737e-01	2.31732390403152702096e-02	-7.06531511229086250925e-02	-1.25986789699653711772e-01	1.39274370885483153581e-02	-4.16861479342738872056e-02	
7.60000000000000000000e+01	7.40115957701141802261e+00	-1.32002930479367130978e+00	-5.63593208325371186618e+00	-6.38460281337234469845e+00	4.78652691288755605115e+00	-2.23073362321933865715e+00	1.57439296187575322739e-01	2.37921243456325412491e-02	-7.03082921623413570344e-02	-1.24688379839141175176e-01	1.33298076134180185776e-02	-4.20355297855673770702e-02	
7.70000000000000000000e+01	7.64558287500906885725e+00	-1.27446385793215211102e+00	-5.76555687378295544931e+00	-6.56841672040099311403e+00	4.81283578621287411181e+00	-2.32035747281445159373e+00	1.56208087470225243099e-01	2.43649523387700489563e-02	-7.00091492486334676659e-02	-1.23435341135271117730e-01	1.27564078738759516252e-02	-4.23560919428874679826e-02	
